loss,accuracy,val_loss,val_accuracy,lr
1.5199017524719238,0.39027947187423706,0.8934651017189026,0.647230327129364,1e-04
1.3052172660827637,0.46682867407798767,1.0268652439117432,0.647230327129364,1e-04
1.1439393758773804,0.5499392747879028,1.1299161911010742,0.6511175632476807,1e-04
1.0432400703430176,0.589307427406311,1.1256321668624878,0.6618075966835022,1e-04
0.9775202870368958,0.6238152980804443,1.1223039627075195,0.6384839415550232,1e-04
0.8881655931472778,0.6607533693313599,1.110207438468933,0.6676384806632996,1e-04
0.8372405171394348,0.6741190552711487,1.0628564357757568,0.6744412183761597,1e-04
0.8028655648231506,0.6923450827598572,1.0478819608688354,0.6793003082275391,2e-05
0.8144124746322632,0.6974483728408813,1.0225529670715332,0.6793003082275391,2e-05
0.8097355961799622,0.6940461993217468,1.0037543773651123,0.6695821285247803,2e-05
0.772662878036499,0.7151883244514465,1.0017576217651367,0.681243896484375,2e-05
0.803788959980011,0.7071688771247864,0.9880261421203613,0.6754130125045776,2e-05
0.7650302052497864,0.7091130018234253,1.0019841194152832,0.6676384806632996,2e-05
0.7607726454734802,0.7115431427955627,1.0132521390914917,0.6754130125045776,4e-06
0.7646657228469849,0.7100850343704224,1.0052599906921387,0.6754130125045776,4e-06
0.7539310455322266,0.7130011916160583,1.0096185207366943,0.6705539226531982,4e-06
